Name,Country,Position,Age,Overall_Rating,Future Potential,Team,Value Per M$,Total_Stats Score
Filip Järlesand,Sweden,GK,18,53,73,Degerfors,0.23,902
John-Kymani Gordon,England,LW,19,58,74,Carlisle United,0.525,1464
Amro Siraj,Qatar,LW,24,63,66,Qatar,0,1677
Jhon Vélez,Colombia,CM,18,64,79,Junior,1.4,1584
Randall Rodríguez,Uruguay,GK,18,65,77,Peñarol,1.4,962
Elías Cabrera,Argentina,CAM,19,66,80,Vélez Sarsfield,2,1772
Joaquín Panichelli,Argentina,ST,19,62,79,Deportivo Alavés,1,1429
Xhuliano Skuka,Albania,ST,23,66,72,Metz,1.4,1569
Carlos Emiro Garcés,Colombia,CB,20,66,77,Portimonense,1.8,1467
Jorge Páez,Venezuela,LW,26,64,65,Estudiantes Mérida,0.675,1725
De Pievre Ilunga,Sweden,CM,16,54,80,Degerfors,0.425,1480
Ilias Kostis,Cyprus,LB,19,59,75,Cyprus,0,1259
Mauro Perković,Croatia,LB,19,67,83,Dinamo Zagreb,2.5,1589
Vitor Hugo Ferreira Oliveira,Brazil,RW,19,58,74,Vålerenga,0.525,1407
Marvelous Antolín Garzón,Spain,CB,19,62,79,Real Madrid,0.975,1476
Ayoub Amraoui,Morocco,LB,18,67,79,Nice,2.3,1679
Edoardo Pierozzi,Italy,RM,20,61,72,Como,0.725,1585
Ismael Mohammad,Qatar,RW,32,68,68,Qatar,0,1815
Mohammed Waad,Qatar,LWB,22,64,72,Qatar,0,1756
Ahmed Alaaeldin,Qatar,RW,29,65,65,Qatar,0,1602
Mohammed Muntari,Qatar,ST,28,67,67,Qatar,0,1523
Bassam Al Rawi,Qatar,CB,24,68,73,Qatar,0,1829
Meshaal Barsham,Qatar,GK,24,66,72,Qatar,0,1030
Musab Kheder,Qatar,CB,28,65,65,Qatar,0,1629
Alfie Bendle,England,CDM,17,54,72,AFC Wimbledon,0.25,1421
Yahya Jabrane,Morocco,CDM,31,72,72,Morocco,0,1846
Yusuf Abdurisag,Qatar,LW,22,63,70,Qatar,0,1540
Álvaro Fernández Carreras,Spain,LB,19,70,82,Preston North End,3.6,1824
Massimo Zilli,Italy,ST,19,57,67,Cosenza,0.35,1375
Shuaihang Feng,China PR,RWB,21,51,59,Changchun Yatai,0.13,1372
Hashim Ali,Qatar,LW,21,62,71,Qatar,0,1518
Mahmoud Abunada,Qatar,GK,22,63,73,Qatar,0,983
Dylan Lobban,Scotland,CAM,16,53,79,Aberdeen,0.375,1422
José Martínez Marsà,Spain,CDM,20,67,80,Sporting Gijón,2.3,1560
Adam Devine,Scotland,RB,19,60,77,Rangers,0.6,1526
Diego Coppola,Italy,CB,18,71,80,Hellas Verona,3.7,1589
Calvin Twigt,Netherlands,CM,19,62,69,FC Volendam,0.775,1624
Alessio Buttaro,Italy,RM,19,64,80,Palermo,1.4,1788
Leonardo Filipe Cruz Lelo,Portugal,LB,22,72,78,Casa Pia,3.5,1832
Sota Mino,Japan,CM,27,66,67,Hermannstadt,0.875,1662
Audenirton Soares da Silva,Brazil,GK,22,63,71,Rio Ave,0.925,898
David Douděra,Czech Republic,RB,24,72,76,Slavia Praha,3.4,1910
Kryštof Daněk,Czech Republic,RM,19,70,79,Sparta Praha,3.4,1639
Derry Scherhant,Germany,ST,19,62,73,Hertha BSC,0.85,1531
Jean-Mattéo Bahoya,France,CAM,17,63,81,Angers SCO,1.2,1594
Andrés Meli,Argentina,LM,21,65,72,Godoy Cruz,1.4,1679
Julio César Soler,Argentina,CB,17,60,78,Lanús,0.6,1497
Lautaro Díaz,Argentina,CF,24,73,77,Independiente del Valle,4.4,1773
Sebastián Parra,Venezuela,CM,17,59,71,Deportivo La Guaira,0.5,1535
Novatus Miroshi Dismas,Tanzania,CB,19,67,77,Zulte-Waregem,2.1,1723
Robert Kwasigroch,Germany,GK,18,57,73,Hertha BSC,0.375,784
Mehdi Loune,Morocco,CAM,18,59,78,Eintracht Frankfurt,0.575,1596
Ervin Omić,Austria,CM,19,64,75,Wolfsberger AC,1.2,1728
Ewerton Paixão da Silva,Brazil,RM,25,73,74,Slavia Praha,3.6,1790
Salvatore Dario La Vardera,Italy,LB,20,54,63,Cosenza,0.23,1333
Franco Israel,Uruguay,GK,22,69,79,Sporting CP,2.7,984
Archie Gray,England,CAM,16,58,82,Leeds United,0.625,1655
Fábio Pereira Baptista,Portugal,RM,21,62,70,Sint-Truiden,0.85,1582
Emmanuel Yeboah,Ghana,ST,19,64,78,CFR Cluj,1.4,1713
Badredine Bouanani,Algeria,CF,17,67,79,Nice,2.3,1648
Luca Belardinelli,Italy,CM,21,65,74,Südtirol,1.5,1696
Enzo Tchato,Cameroon,RB,19,63,78,Montpellier,1.1,1578
Álvaro Aceves Catalina,Spain,GK,18,63,78,Real Valladolid,0.975,1025
Elyas Bouzaiene,Sweden,RB,24,62,67,Degerfors,0.55,1598
Tomasz Walczak,Poland,ST,16,54,69,Wisła Płock,0.25,1305
Luis Lopes,Cape Verde Islands,LW,22,70,74,Aberdeen,2.4,1730
William Akio,South Sudan,RM,23,56,62,Ross County,0.23,1383
Jesús Santiago Pérez,Spain,CM,18,60,75,Valencia,0.55,1532
Christoph Fenninger,Germany,CF,27,58,58,Bayreuth,0.22,1395
Aurèle Amenda,Switzerland,CB,18,58,76,Young Boys,0.475,1283
Kyliane Dong,France,ST,17,59,75,Troyes,0.575,1424
Luke Harris,Wales,CAM,17,61,84,Fulham,1,1544
Timo Schlieck,Germany,GK,16,57,77,RB Leipzig,0.4,879
Yeferson Paz,Colombia,RM,20,64,77,Perugia,1.3,1721
Tobias Cervera,Argentina,LW,19,59,71,Aldosivi,0.525,1429
Alejandro Padilla Pérez,Spain,GK,18,62,78,Athletic Club,0.9,893
Jostin Alarcón,Peru,CM,19,69,78,Sporting Cristal,3,1860
Guillaume Restes,France,GK,17,61,81,Toulouse,0.8,948
Leopold Querfeld,Austria,CB,18,64,80,Rapid Wien,1.4,1476
Alexis Tibidi,France,CF,18,68,80,Troyes,2.8,1696
Koni De Winter,Belgium,RB,20,66,81,Empoli,1.9,1601
Charlie Savage,Wales,ST,19,61,77,Forest Green Rovers,0.8,1611
Luke Plange,England,ST,19,63,74,Lincoln City,1,1569
Aristide Wam,Cameroon,CB,20,60,74,Le Havre,0.55,1550
Luca Warrick Koleosho,Italy,RM,17,64,82,Espanyol,1.5,1544
Emmanuel Essiam,Ghana,CM,18,55,75,Basel,0.35,1575
Freddy Winsth,Sweden,RB,31,63,63,Värnamo,0.35,1553
Oscar Wallin,Sweden,CB,20,55,64,Degerfors,0.25,1317
Akor Jerome Adams,Nigeria,ST,22,66,75,Lillestrøm,1.9,1619
Azeem Abdulai,England,CM,19,55,69,Swansea City,0.275,1384
Terry Ablade,Finland,ST,20,58,71,Fulham,0.5,1483
Benjamin Bender,United States,CM,21,64,75,Charlotte,1.3,1659
Trai Hume,Northern Ireland,CB,20,67,75,Sunderland,2.1,1655
Joaquín Lavega,Uruguay,CF,17,64,75,River Plate,1.2,1530
Oscar Uddenäs,Sweden,LW,19,66,78,Häcken,2,1552
Johannes Yli-Kokko,Finland,CAM,20,59,73,Dundalk,0.55,1536
Anton Kade,Germany,LM,18,61,75,Basel,0.75,1455
Amourricho van Axel Dongen,Netherlands,LW,16,64,84,Ajax,1.6,1615
Jonathan Rowe,England,RM,19,65,75,Norwich City,1.5,1591
Matías Alfonso,Paraguay,CDM,22,67,73,River Plate,1.6,1782
Dijan Vukojević,Sweden,LW,26,62,63,Degerfors,0.475,1603
Brayann Pereira,France,RB,19,61,79,Auxerre,0.825,1525
Oscar Cortés,Colombia,LM,18,66,82,Millonarios,2.2,1689
Emeka Oduah,Germany,ST,20,61,73,Osnabrück,0.8,1481
Yonathan Rodríguez,Uruguay,CM,29,71,71,Nacional,1.6,1878
Dan Davies,Wales,LWB,17,52,69,Wrexham,0.19,1342
Filip Mihaljević,Croatia,ST,30,56,56,Finn Harps,0.14,1372
Ben Doak,Scotland,RW,16,62,84,Liverpool,1.2,1454
Nathan Broome,England,GK,20,55,66,AFC Wimbledon,0.24,930
Demba Seck,Senegal,RM,21,64,74,Torino,1.3,1594
Nicolò Tresoldi,Germany,CF,17,61,80,Hannover 96,0.825,1424
Silas Ostrzinski,Germany,GK,18,58,75,Borussia Dortmund II,0.45,886
Jonathan Lima,Uruguay,GK,23,63,69,Peñarol,0.625,885
David Jurásek,Czech Republic,LWB,21,74,80,Slavia Praha,6.5,2004
Håkon Røsten,Norway,CB,17,57,75,Rosenborg,0.375,1282
Malcolm Ebiowei,England,RM,18,66,79,Hull City,2,1671
Matías Galarza,Argentina,CM,20,67,77,Genk,2.1,1838
Kamory Doumbia,Mali,CAM,19,71,79,Stade de Reims ,4,1853
Antonio Galeano,Paraguay,CM,22,68,77,Cerro Porteño,2.7,1719
Iván Leguizamón,Paraguay,CAM,19,64,77,San Lorenzo,1.4,1605
Rafael Hornos,Uruguay,GK,17,61,77,Liverpool,0.725,913
Tommi O'Reilly,Republic of Ireland,RM,18,59,79,Aston Villa,0.625,1664
Jean Gutiérrez,Venezuela,CB,24,65,69,Deportivo Táchira,0.925,1376
Kevin O'Toole,United States,LB,23,53,59,New York City,0.15,1429
Moustapha Cissé,Guinea,ST,18,64,81,Südtirol,1.5,1505
Damián Pizarro,Chile,ST,17,61,77,Colo-Colo,0.825,1489
Rhys Bennett,England,CB,18,60,77,Manchester United,0.6,1422
Lorenzo Lucca,Italy,ST,21,72,80,Ajax,5.5,1686
Joshua Feeney,England,CB,17,57,80,Aston Villa,0.5,1314
Óscar Zambrano,Ecuador,CM,18,68,81,LDU Quito,2.6,1759
Lynnt Audoor,Belgium,CDM,18,63,80,Club Brugge,1.2,1699
Jeanuël Belocian,France,CB,17,65,81,Rennes,1.7,1652
Bruno Amione,Argentina,CB,20,68,81,Sampdoria,2.7,1555
Jewison Bennette,Costa Rica,LM,18,66,80,Sunderland,2,1544
Tjark Ernst,Germany,GK,19,58,75,Hertha BSC,0.475,925
Bryan Okoh,Switzerland,CB,19,66,80,Salzburg,1.9,1588
Vladan Kovacević,Serbia,GK,24,70,76,Raków Częstochowa,2,1056
Goodman Mosele,South Africa,CDM,22,68,75,Orlando Pirates,2.4,1864
Emir Sahiti,Kosovo,RM,23,73,76,Hajduk Split,4.2,1890
Robert Wagner,Germany,CDM,18,66,79,SC Freiburg,2,1673
Markus Wallner,Austria,ST,24,63,66,WSG Tirol,0.65,1510
Barış Alper Yılmaz,Turkey,LM,22,67,75,Galatasaray,2.3,1743
Williot Swedberg,Sweden,LW,18,65,80,Celta de Vigo,1.7,1744
Mamadou Mbacke,Senegal,RB,20,70,80,Villarreal II,3.3,1619
Zidan Sertdemir,Denmark,CAM,17,62,83,Nordsjælland,1.2,1669
Hugo Anglada Gutiérrez,Spain,CB,18,65,78,Huesca,1.6,1559
Alan Minda,Ecuador,CF,19,64,79,Independiente del Valle,1.4,1606
Lasso Coulibaly,Ghana,ST,19,64,79,Nordsjælland,1.4,1607
Hernán Muñoz,Chile,GK,33,61,61,Ñublense,0.11,943
Ameen Al-Dakhil,Belgium,CB,20,69,79,Burnley,2.9,1517
Salim Ben Seghir,France,LM,19,65,78,Valenciennes,1.7,1595
Aylan Benyahia-Tani,France,ST,16,60,76,Olympique de Marseille,0.625,1434
Guilherme Borges Guedes,Portugal,CM,20,65,78,Lugo,1.7,1694
Moussa Diarra,Mali,CB,19,63,76,Málaga,1.1,1523
Lewis Macari,Scotland,CB,20,60,70,Stoke City,0.525,1492
Abner Vinicius da Silva Santos,Brazil,LB,22,73,82,Real Betis,6.5,1885
Jesús Gilberto Orozco,Mexico,CB,19,58,72,Guadalajara,0.45,1328
Joe Mendes,Sweden,RB,19,64,80,Sporting Braga,1.5,1572
Javier Serrano Martínez,Spain,CDM,19,62,77,UD Ibiza,0.95,1729
Antony Alves Santos,Brazil,RM,20,70,79,Arouca,3.5,1672
Daniel Crisostomo,United States,CDM,25,57,60,Los Angeles FC,0.22,1524
Lucas Gabriel Monzón Lemos,Brazil,LB,20,65,74,Danubio,1.5,1388
Hugo Sotelo Gómez,Spain,RM,18,59,74,Celta de Vigo,0.525,1418
Amankwaa Akurugu,Ghana,LWB,20,61,73,Getafe,0.75,1450
Josep Gayà Martínez,Spain,CB,22,65,77,Mallorca,1.7,1480
Javier Llabrés Exposito,Spain,RM,20,65,80,Mirandés,1.7,1596
Antef Tsoungui,Belgium,CDM,19,60,77,Brighton & Hove Albion,0.6,1357
Pablo Valencia García,Spain,GK,21,63,73,Osasuna,0.925,923
Jens Castrop,Germany,RB,18,66,77,Nürnberg,1.8,1753
Femi Seriki,England,RWB,20,60,73,Rochdale,0.575,1494
Ernest Poku,Netherlands,RW,18,63,80,AZ Alkmaar,1.2,1514
Youri Baas,Netherlands,RB,19,64,77,Ajax,1.3,1556
Nigel van Haveren,Netherlands,GK,18,56,73,Vitesse,0.325,844
Fodé Fofana,Netherlands,ST,19,63,77,PSV,1.1,1590
Habib Diarra,France,CDM,18,60,77,Strasbourg,0.625,1564
Mathias Løvik,Norway,LB,18,61,77,Molde,0.8,1481
Ruben Providence,France,RM,20,66,77,Hartberg,1.9,1523
Antal Bencze,Hungary,GK,20,62,79,Vitória SC,0.925,854
Pedro Ruiz Delgado,Spain,ST,22,63,72,Olympique de Marseille,1.1,1493
Faride Alidou,Germany,LM,20,68,78,Eintracht Frankfurt,2.6,1574
Nelson Palacio,Colombia,CDM,21,70,80,Atlético Nacional,3.6,1824
Jovan Malcolm,England,RM,19,59,76,West Bromwich Albion,0.575,1452
Florian Schock,Germany,GK,21,61,69,VfB Stuttgart,0.65,883
Samuel Bamba,Germany,LM,18,62,80,Borussia Dortmund II,1,1464
Kevin Mantilla,Colombia,CB,19,68,80,Santa Fe,2.7,1577
Daniel Chesters,England,CAM,20,59,74,West Ham United,0.55,1482
Cieran Slicker,Scotland,GK,19,52,69,Manchester City,0.18,815
Mohammed Tahiri,Morocco,ST,21,60,70,Sparta Rotterdam,0.55,1517
Arsen Zakharyan,Russia,CM,18,72,86,Russia,0,1904
Ahmetcan Kaplan,Turkey,CB,19,67,79,Ajax,2.3,1468
Ashley Phillips,England,CB,17,60,82,Blackburn Rovers,0.725,1408
Maghnes Akliouche,France,CAM,20,66,80,Monaco,2.1,1687
Siebe Wylin,Belgium,RB,19,63,75,KV Oostende,1.1,1603
Carlos Martín Domínguez,Spain,RW,20,64,77,Atlético Madrid,1.4,1645
Yoan Bonny,France,ST,18,59,79,Parma,0.625,1377
Marco John,Germany,LM,20,68,79,SpVgg Greuther Fürth,2.5,1775
Marko Stamenic,New Zealand,CDM,20,63,75,København,1.2,1776
Merlin Röhl,Germany,RM,19,65,77,SC Freiburg,1.7,1715
Igor Matanović,Germany,ST,19,65,80,St. Pauli,1.7,1554
Matthew Hoppe,United States,ST,21,68,76,Hibernian,2.7,1617
Eren Elmalı,Turkey,LWB,21,70,77,Trabzonspor,3.1,1765
Juan Portillo,Argentina,LB,22,71,78,Talleres Córdoba,3.6,1902
Erik Shuranov,Germany,ST,20,66,74,Nürnberg,1.9,1571
Jovanny Bolívar,Venezuela,ST,20,68,77,Albacete,2.7,1674
Gustav Granath,Sweden,CB,25,62,66,Degerfors,0.5,1424
Daniel Pérez,Venezuela,ST,20,65,76,Club Brugge,1.6,1553
Adam Griger,Slovakia,ST,18,58,72,Cagliari,0.475,1363
Juan Antonio Iglesias Sánchez,Spain,RWB,23,72,79,Getafe,4.5,1698
John Patrick Finn Benoa,Spain,CM,18,60,79,Getafe,0.625,1422
Juan Castilla,Colombia,CDM,17,54,74,Houston Dynamo,0.3,1458
Syb van Ottele,Netherlands,CDM,20,64,75,SC Heerenveen,1.2,1476
İsmail Yüksek,Turkey,CDM,23,69,76,Fenerbahçe,2.8,1939
Sorba Thomas,Wales,RWB,23,70,75,Blackburn Rovers,2.4,1890
Łukasz Łakomy,Poland,CM,21,66,79,Zagłębie Lubin,2,1707
Lorenz Assignon,France,RB,22,69,79,Rennes,3,1718
Harvey Lintott,England,RB,19,60,68,Northampton Town,0.5,1488
Carlos Mateo Abastoflor,Bolivia,ST,20,62,76,Guabirá,0.95,1616
Ignacio Schor,Argentina,LM,21,71,81,Platense,4.2,1777
Kevin Holmén,Sweden,CM,20,55,68,Elfsborg,0.3,1475
Marko Bulat,Croatia,CDM,20,68,80,Dinamo Zagreb,2.9,1942
Ivan Nevistić,Croatia,GK,23,70,77,Dinamo Zagreb,2.7,1098
Alessandro Di Pardo,Italy,RM,22,66,73,Cagliari,1.6,1763
Daniel Pereira,Venezuela,CM,21,66,75,Austin,1.8,1786
Lewis Richardson,England,ST,19,61,71,Burnley,0.725,1477
Veljko Birmančević,Serbia,ST,24,70,73,Toulouse,2.2,1782
Jaden Philogene,England,LW,20,68,75,Cardiff City,2.4,1613
Youssuf Sylla,Belgium,ST,19,60,73,Zulte-Waregem,0.6,1476
Max Balard,Australia,CM,21,61,68,Central Coast Mariners,0.675,1619
Seong Jin Kang,Korea Republic,RW,19,64,81,Seoul,1.5,1561
Jamal Baptiste,England,CB,18,57,76,West Ham United,0.4,1363
Jack Wills,Scotland,GK,19,55,72,St. Johnstone,0.3,855
Ismaël Kandouss,Morocco,CB,24,71,74,Union Saint-Gilloise,2.3,1528
Albin Mörfelt,Sweden,RW,22,61,67,Degerfors,0.525,1579
Xuchen Yao,China PR,LW,22,55,61,Cangzhou Mighty Lions,0.2,1438
Alejandro Suárez Cardero,Spain,LM,18,64,77,Real Oviedo,1.4,1741
Nayel Mehssatou,Chile,CM,19,63,74,Kortrijk,1,1721
William Mikelbrencis,France,RWB,18,65,79,Hamburger SV,1.6,1634
Alejandro Cantero Sánchez,Spain,LM,22,69,77,Levante,3.2,1761
Habib Keïta,Mali,CDM,20,68,79,Kortrijk,2.6,1787
Freddie Draper,England,ST,17,58,72,Drogheda United,0.475,1444
Runar Norheim,Norway,CM,17,58,80,Tromsø,0.65,1524
Amir Richardson,France,CDM,20,66,77,Le Havre,1.9,1733
Jay Gorter,Netherlands,GK,22,71,81,Aberdeen,3.6,1285
Diego Gutiérrez Chinea,Spain,CM,21,62,73,Las Palmas,0.85,1626
Miguel Crespo da Silva,Portugal,CDM,25,75,78,Fenerbahçe,7.5,2053
Jaloliddin Masharipov,Uzbekistan,LM,28,70,70,Al Nassr,1.6,1773
Nathan Young-Coombes,England,LW,19,61,75,Brentford,0.775,1501
Tommy Lonergan,Republic of Ireland,ST,18,59,72,St Patrick's,0.525,1457
Noah Weißhaupt,Germany,CF,20,67,77,SC Freiburg,2.2,1604
Tidiane Malbec,France,GK,20,59,70,Annecy,0.425,897
Marco Pašalić,Croatia,LM,21,64,73,Borussia Dortmund II,1.3,1654
Richard Rios,Colombia,CDM,21,67,76,Mazatlán,2.2,1713
Jannis Heuer,Germany,CB,22,68,75,Paderborn,2.3,1652
Tiago Melo Almeida,Portugal,RM,19,66,80,Tondela,1.9,1574
Albert Grønbæk,Denmark,LW,21,69,79,Bodø / Glimt,3.1,1901
Cyril Zabou,France,ST,26,63,64,Botoşani,0.575,1599
Tyrhys Dolan,England,LW,20,70,81,Blackburn Rovers,3.5,1730
Ismaël Doukouré,France,RB,18,67,81,Strasbourg,2.2,1507
Cheick Diabaté,England,CB,20,63,76,Exeter City,1.1,1444
Oleksandr Syrota,Ukraine,CB,22,71,79,Dynamo Kyiv,3.9,1509
Martin Šviderský,Slovakia,CB,19,65,80,Almería,1.6,1669
Oscar Vilhelmsson,Sweden,ST,18,65,79,Darmstadt 98,1.7,1472
Andreas Müller,Germany,CDM,21,69,73,Magdeburg,1.9,1844
Maduka Okoye,Nigeria,GK,22,70,78,Watford,3.1,1076
Wahid Faghir,Denmark,ST,18,65,80,Nordsjælland,1.7,1574
Isaak Davies,Wales,ST,20,63,72,Cardiff City,1.1,1523
Marco Brescianini,Italy,CM,22,66,76,Cosenza,1.8,1689
Alassane Ndao,Senegal,RW,25,70,71,Antalyaspor,1.9,1654
Junior Adamu,Austria,ST,21,69,79,Salzburg,3.2,1705
Kristijan Jakić,Croatia,CB,25,76,78,Eintracht Frankfurt,8.5,1926
Łukasz Zjawiński,Poland,ST,20,61,74,Widzew Lodz,0.8,1478
Billal Brahimi,France,ST,22,71,79,Nice,4.2,1729
Fotis Ioannidis,Greece,ST,22,71,77,Panathinaikos,3,1675
Omar Rekik,Tunisia,CB,20,64,79,Wigan Athletic,1.3,1619
Eric Meza,Argentina,RB,23,71,76,Colón,2.6,1907
Guillermo De Amores,Uruguay,GK,27,69,71,Sporting Gijón,1.3,1028
Dominik Holec,Slovakia,GK,27,72,73,Lech Poznań,2,1003
Tomás Pozzo,Argentina,ST,21,70,78,Independiente,3.6,1767
Louis Poznański,Germany,LB,21,61,70,Lechia Gdańsk,0.7,1522
Bruno de Lara Fuchs,Brazil,CB,22,71,79,CSKA Moskva,3.9,1809
Yanis Cimignani,France,RM,20,69,78,Ajaccio,3.1,1815
Brandon Soppy,France,RM,20,71,82,Atalanta,3.9,1846
Jefferson Yuri de Sousa Matias,Brazil,CB,27,70,72,CFR Cluj,1.7,1537
Leo Román Riquelme,Spain,GK,22,69,79,Mallorca,2.7,1122
Dan Neil,England,CM,20,70,82,Sunderland,3.6,1887
Ademipo Odubeko,Republic of Ireland,ST,19,61,73,Port Vale,0.775,1497
Cedric Wilfred Teguía Noubi,Spain,LM,19,65,80,Celta de Vigo,1.7,1826
Julen Fernández Díaz,Spain,GK,23,58,66,Lugo,0.4,896
Ayman Azhil,Germany,CDM,21,64,74,Bayer 04 Leverkusen,1.3,1652
Ivor Pandur,Croatia,GK,22,72,79,Fortuna Sittard,4.1,1009
Jon Morcillo Conesa,Spain,LW,23,70,73,Athletic Club,2.2,1878
Jackson Muleka,Congo DR,LW,22,70,73,Beşiktaş,2.2,1814
Emanuele Valeri,Italy,LWB,23,71,77,Cremonese,3,1878
Miguel Rodríguez Vidal,Spain,LM,19,63,80,Celta de Vigo,1.2,1498
Daniel Vidal Martínez,Spain,CM,22,60,71,Lugo,0.55,1657
Caleb Chukwuemeka,England,LW,20,57,67,Crawley Town,0.35,1417
Samson Tovide,England,ST,18,59,71,Colchester United,0.525,1637
Louie Barry,England,LW,19,63,78,Salford City,1.1,1599
Emerson Batalla,Colombia,LW,21,66,79,Independiente Medellín,2.1,1563
Marcelo André Veiga Lopes,Cape Verde Islands,CF,28,66,66,Voluntari,0.85,1621
Kerim Çalhanoğlu,Germany,LM,19,66,78,Sandhausen,1.9,1788
Flavien-Enzo Boyomo,France,RB,20,67,79,Albacete,2.3,1474
Pablo Rodríguez Delgado,Spain,LW,20,64,75,Brescia,1.3,1497
Ole Romeny,Netherlands,RM,22,65,73,FC Emmen,1.6,1599
Armindo Sieb,Germany,LM,19,65,79,SpVgg Greuther Fürth,1.7,1607
Dion Lopy,Senegal,CM,20,73,80,Stade de Reims ,5.5,1929
Emrehan Gedikli,Germany,ST,19,61,70,Austria Lustenau,0.725,1477
Nicolás Serrano Galdeano,Spain,RM,19,70,81,Mirandés,3.4,1645
Maxim Gullit,Netherlands,CB,21,60,73,SC Cambuur,0.575,1455
Fedde de Jong,Netherlands,CM,19,63,77,AZ Alkmaar,1.1,1662
Luciano Ferreyra,Argentina,CAM,20,64,76,Rosario Central,1.4,1582
Ramón Terrats Espacio,Spain,CB,21,72,80,Villarreal,5,1836
Kenji Cabrera,Peru,LW,18,64,79,Melgar,1.4,1675
Iván Franco,Paraguay,LM,22,69,78,Houston Dynamo,3.2,1738
Armando Méndez,Uruguay,RWB,26,70,70,Newell's Old Boys,1.6,1685
Federico Viñas,Uruguay,ST,23,72,79,América,4.7,1736
Giuliano Simeone,Argentina,LM,19,68,80,Real Zaragoza,2.9,1737
Sam McClelland,Northern Ireland,RB,20,61,75,Barrow,0.75,1351
Leonardo Campana,Ecuador,ST,22,68,75,Inter Miami,2.5,1611
Armstrong Oko-Flex,Republic of Ireland,ST,20,62,77,West Ham United,0.95,1547
Dmitriy Chistyakov,Russia,CB,27,71,73,Russia,0,1604
Zsolt Nagy,Hungary,LW,29,68,68,Hungary,0,1704
Alec Deneumostier,Peru,CB,23,70,75,Melgar,2.2,1493
Alexander Alvarado,Ecuador,LW,23,74,80,LDU Quito,6.5,1968
Anderson Oliveira da Silva,Brazil,RW,23,68,74,Portimonense,1.9,1642
Astrit Selmani,Kosovo,ST,25,68,71,Midtjylland,1.6,1731
Luke Thomas,England,LWB,21,73,78,Leicester City,4.4,1829
Lilian Egloff,Germany,CF,19,65,78,VfB Stuttgart,1.7,1634
Matheus Henrique de Souza,Brazil,CM,24,75,78,Sassuolo,7.5,1930
Musa Juwara,Gambia,LW,20,67,78,OB,2.3,1640
Aymen Boutoutaou,Algeria,CAM,21,65,75,Valenciennes,1.6,1597
Dawid Kocyła,Poland,LM,19,62,72,Wisła Płock,0.85,1554
Youssouph Badji,Senegal,ST,20,67,78,Sporting Charleroi,2.3,1587
Germán Valera Karabinaite,Spain,LM,20,66,79,FC Andorra,2.1,1577
Bartol Franjić,Croatia,LB,22,71,78,VfL Wolfsburg,3.6,1839
Thibaut Vargas,France,RB,22,67,78,Nîmes,2.2,1630
Loïc Badé,France,CB,22,75,83,Sevilla,12,1638
Niels Nkounkou,France,LWB,21,67,76,Saint-Étienne,2.2,1700
Mourad Daoudi El Ghezouani,Morocco,ST,24,64,71,Burgos,1.2,1524
Lisandru Tramoni,France,CAM,19,63,76,Pisa,1.1,1633
Yuito Suzuki,Japan,LM,20,64,73,Strasbourg,1.3,1639
Jahkeele Marshall-Rutty,Canada,RM,18,60,77,Toronto,0.6,1609
Jayden Nelson,Canada,CM,19,66,76,Rosenborg,1.8,1691
Bryce Duke,United States,CF,21,65,74,CF Montréal,1.6,1679
Vitor Carvalho Vieira,Brazil,CM,25,72,77,Gil Vicente,3.1,1845
Koki Saito,Japan,ST,20,69,80,Sparta Rotterdam,3.1,1724
Leonai Souza de Almeida,Brazil,CM,27,68,69,Barcelona Guayaquil,1.2,1866
David Zima,Czech Republic,CB,21,74,81,Torino,8,1709
Maik Nawrocki,Poland,CB,21,68,78,Legia Warszawa,2.5,1706
Jon Pacheco Dozagarat,Spain,CB,21,71,83,Real Sociedad,4.3,1484
Ben Garrity,England,CAM,25,65,65,Port Vale,0.775,1868
Jaze Kabia,Republic of Ireland,RW,20,58,67,Livingston,0.45,1548
Xeber Alkain Mitxelena,Spain,ST,25,67,70,Deportivo Alavés,1.3,1599
Javier López Carballo,Spain,LB,20,68,78,Deportivo Alavés,2.5,1557
Orest Tkachuk,Ukraine,ST,21,54,61,Jagiellonia Białystok,0.1,1292
Yannik Keitel,Germany,CM,22,70,76,SC Freiburg,2.4,1777
Auli Oliveros,Colombia,RM,20,69,79,Rionegro Águilas,3.1,1861
Tyreece Simpson,England,ST,20,65,77,Huddersfield Town,1.7,1534
Renné Rivas,Venezuela,LM,19,64,73,Caracas,1.2,1653
Kilian Fischer,Germany,CM,21,70,76,VfL Wolfsburg,2.4,1706
Paulos Abraham,Sweden,ST,19,66,79,FC Groningen,2,1645
Jake Garrett,England,CM,19,63,78,Blackburn Rovers,1.1,1601
Amin Sarr,Sweden,LM,21,68,79,Olympique Lyonnais,2.7,1644
Ante Bajic,Austria,ST,26,68,68,Rapid Wien,1.3,1826
Marco Grüll,Austria,ST,23,72,77,Rapid Wien,3.5,1792
José Marcos Costa Martins,Brazil,ST,22,70,77,Ferencváros,3.2,1769
Jessic Ngankam,Germany,RM,21,70,80,Hertha BSC,3.6,1720
Dennis Cirkin,England,CB,20,67,78,Sunderland,2.1,1663
Fali Candé,Guinea Bissau,LWB,24,70,77,Metz,3,1857
Taylor Booth,United States,CAM,21,68,79,FC Utrecht,2.7,1827
Can Bozdoğan,Germany,CM,21,68,77,FC Utrecht,2.7,1822
